record_id,product_family_id,source,source_url,collection_date,observed_title,category,subcategory,competitor_type,display_currency,original_price,cleaned_price,price_basis,duration_minutes,group_model,language,rating_scale,rating_value,review_count,positioning,differentiating_features,duplicate_note,missing_data_flag,evidence_class,confidence,status,source_owner,product_detail_url,operator_name,operator_product_reference,observation_datetime,service_date,participant_profile,option_observed,display_context,promotion_flag,reference_price_original,normalized_currency,normalized_price,fx_rate,fx_rate_date,itinerary_summary,inclusions_summary,meeting_point,cancellation_summary,duplicate_candidate_group,duplicate_review_status,transformation_note,collection_stage,reviewer,last_reviewed
APD02-040,,KLOOK,https://www.klook.com/activity/84942-amsterdam-countryside-windmills-tour-amsterdam/,2026-08-23,"Volendam, Marken, Edam & Zaanse Schans Windmills Tour from Amsterdam",Regional/Day trip,Countryside villages/windmills day tour,DIRECT,CNY,¥348 ¥278,278,per_person,450,shared,English;Spanish,5,4.4,52,Classic Dutch countryside circuit,Zaanse Schans; Edam; Volendam; Marken; cheese/clog demonstrations,,true,Observed Data,Medium,FULL,KLOOK,https://www.klook.com/activity/84942-amsterdam-countryside-windmills-tour-amsterdam/,,,2026-08-23T00:35:00+04:00,,1_adult_standard,Standard/publicly displayed option,Klook page displayed ¥348 reference and ¥278 current Classic Tour value; common-date checkout not verified.,YES,¥348,,,,,,"Guided countryside route; windmill village, cheese and clog experiences.",,,,NOT_ASSESSED,Phase 2A manual structured public-page observation; no FX normalization. Common service-date price check pending.,REVIEWED,OpenAI research pass 1,2026-08-23
APD02-041,,TIQETS,https://www.tiqets.com/en/amsterdam-attractions-c75061/tickets-for-traditional-1-hour-canal-cruise-p1135497/,2026-08-23,Traditional 1-hour Canal Cruise,Canal,Traditional sightseeing canal cruise,DIRECT,GBP,£13.27 £10.39,10.39,per_person,60,shared,English,5,4.2,3485,Classic canal sightseeing,Historic canal belt; audio guide; multiple LOVERS departure options,Potential cross-platform/direct product-family overlap; requires human identity review.,true,Observed Data,Medium,FULL,TIQETS,https://www.tiqets.com/en/amsterdam-attractions-c75061/tickets-for-traditional-1-hour-canal-cruise-p1135497/,LOVERS Canal Cruises,,2026-08-23T00:35:00+04:00,,1_adult_standard,Standard/publicly displayed option,Tiqets Amsterdam category page showed £13.27 reference and £10.39 current price; product page used for duration/options. Common service date not selected.,YES,£13.27,,,,,,,,Refund available for refundable ticket when cancelled by 23:59 day before.,DUP-LOVERS-CLASSIC,REVIEW_REQUIRED,Phase 2A manual structured public-page observation; no FX normalization. Common service-date price check pending.,REVIEWED,OpenAI research pass 1,2026-08-23
APD02-042,,TIQETS,https://www.tiqets.com/en/amsterdam-attractions-c75061/tickets-for-luxury-cruise-with-onboard-bar-p1135499/,2026-08-23,Amsterdam: Luxury Cruise with Onboard Bar,Canal,Luxury/live-guided canal cruise,DIRECT,GBP,£17.90 £16.11,16.11,per_person,60,shared,NOT_DISPLAYED,5,4.6,526,Premium canal cruise with onboard bar,Live guide; bar; multiple supplier/boat options,Potential cross-platform/direct product-family overlap; requires human identity review.,true,Observed Data,Medium,FULL,TIQETS,https://www.tiqets.com/en/amsterdam-attractions-c75061/tickets-for-luxury-cruise-with-onboard-bar-p1135499/,Flagship Amsterdam / Starboard Boats BV,,2026-08-23T00:35:00+04:00,,1_adult_standard,Standard/publicly displayed option,Tiqets category page showed £17.90 reference and £16.11 current price; detail page lists multiple providers/options. Common date not selected.,YES,£17.90,,,,,,,,,DUP-FLAGSHIP-LUX-CANAL,REVIEW_REQUIRED,Phase 2A manual structured public-page observation; no FX normalization. Common service-date price check pending.,REVIEWED,OpenAI research pass 1,2026-08-23
APD02-043,,TIQETS,https://www.tiqets.com/en/amsterdam-attractions-c75061/tickets-for-traditional-evening-canal-cruise-p1135496/,2026-08-23,Amsterdam: Traditional Evening Canal Cruise,Canal,Evening sightseeing canal cruise,DIRECT,GBP,£13.27 £11.94,11.94,per_person,60,shared,NOT_DISPLAYED,5,4.3,486,Night/evening version of traditional canal sightseeing,Evening cityscape and canal-ring sightseeing,Potential cross-platform/direct product-family overlap; requires human identity review.,true,Observed Data,Medium,FULL,TIQETS,https://www.tiqets.com/en/amsterdam-attractions-c75061/tickets-for-traditional-evening-canal-cruise-p1135496/,,,2026-08-23T00:35:00+04:00,,1_adult_standard,Standard/publicly displayed option,Tiqets category page showed £13.27 reference and £11.94 current price; common date not selected.,YES,£13.27,,,,,,,,,DUP-LOVERS-EVENING,REVIEW_REQUIRED,Phase 2A manual structured public-page observation; no FX normalization. Common service-date price check pending.,REVIEWED,OpenAI research pass 1,2026-08-23
APD02-044,,TIQETS,https://www.tiqets.com/en/amsterdam-attractions-c75061/tickets-for-luxury-cruise-with-cheese-wine-p1135501/,2026-08-23,Amsterdam: Luxury Cruise with Cheese & Wine,Canal,Food-and-drink canal cruise,DIRECT,GBP,from £26.93,26.93,per_person,,shared,NOT_DISPLAYED,5,4.5,364,Premium canal sightseeing with Dutch cheese/wine,Cheese and wine paired with canal cruise,Potential cross-platform/direct product-family overlap; requires human identity review.,true,Observed Data,Medium,FULL,TIQETS,https://www.tiqets.com/en/amsterdam-attractions-c75061/tickets-for-luxury-cruise-with-cheese-wine-p1135501/,,,2026-08-23T00:35:00+04:00,,1_adult_standard,Standard/publicly displayed option,Tiqets category page showed from £26.93; duration/service-date checkout not verified.,NO,,,,,,,,,,DUP-CHEESE-WINE-CANAL,REVIEW_REQUIRED,Phase 2A manual structured public-page observation; no FX normalization. Common service-date price check pending.,REVIEWED,OpenAI research pass 1,2026-08-23
APD02-045,,TIQETS,https://www.tiqets.com/en/amsterdam-attractions-c75061/tickets-for-canal-cruise-with-optional-snack-p1135508/,2026-08-23,Amsterdam: Canal Cruise with Optional Snack,Canal,Classic canal cruise with snack option,DIRECT,GBP,from £11.56,11.56,per_person,,shared,NOT_DISPLAYED,5,4.3,143,Accessible classic cruise with optional snack,Blue Boat-style canal cruise; optional local snack,Potential cross-platform/direct product-family overlap; requires human identity review.,true,Observed Data,Medium,FULL,TIQETS,https://www.tiqets.com/en/amsterdam-attractions-c75061/tickets-for-canal-cruise-with-optional-snack-p1135508/,Blue Boat Company (page imagery/title context; confirm supplier),,2026-08-23T00:35:00+04:00,,1_adult_standard,Standard/publicly displayed option,Tiqets category page showed from £11.56; duration and common-date checkout not verified.,NO,,,,,,,,,,DUP-BLUEBOAT-CLASSIC,REVIEW_REQUIRED,Phase 2A manual structured public-page observation; no FX normalization. Common service-date price check pending.,REVIEWED,OpenAI research pass 1,2026-08-23
APD02-046,,TIQETS,https://www.tiqets.com/en/amsterdam-attractions-c75061/tickets-for-dutch-cheese-tasting-at-henri-willig-p855999/,2026-08-23,Amsterdam: Dutch Cheese Tasting at Henri Willig,Food,Cheese tasting experience,SUBSTITUTE,GBP,from £19.26,19.26,per_person,,shared,NOT_DISPLAYED,5,4.9,45,Short Dutch food tasting experience,Local cheese tasting with drinks,,true,Observed Data,Medium,FULL,TIQETS,https://www.tiqets.com/en/amsterdam-attractions-c75061/tickets-for-dutch-cheese-tasting-at-henri-willig-p855999/,Henri Willig,,2026-08-23T00:35:00+04:00,,1_adult_standard,Standard/publicly displayed option,"Tiqets category page showed from £19.26; not a tour, retained as substitute competing for local-food discovery budget.",NO,,,,,,,,,,,NOT_ASSESSED,Phase 2A manual structured public-page observation; no FX normalization. Common service-date price check pending.,REVIEWED,OpenAI research pass 1,2026-08-23
APD02-047,,TIQETS,https://www.tiqets.com/en/amsterdam-attractions-c75061/tickets-for-city-tour-of-amsterdam-audio-guide-app-p1015995/,2026-08-23,Amsterdam: Audio Guide App,Self-guided,Digital self-guided city discovery,SUBSTITUTE,GBP,£8.13 £4.71,4.71,per_person,,self_guided,NOT_DISPLAYED,5,3.5,49,Low-cost self-guided alternative,100+ points of interest in mobile audio guide,,true,Observed Data,Medium,FULL,TIQETS,https://www.tiqets.com/en/amsterdam-attractions-c75061/tickets-for-city-tour-of-amsterdam-audio-guide-app-p1015995/,,,2026-08-23T00:35:00+04:00,,1_adult_standard,Standard/publicly displayed option,Tiqets category page showed £8.13 reference and £4.71 current price; digital experience competes as a self-guided substitute.,YES,£8.13,,,,,,,,,,NOT_ASSESSED,Phase 2A manual structured public-page observation; no FX normalization. Common service-date price check pending.,REVIEWED,OpenAI research pass 1,2026-08-23
APD02-048,,TIQETS,https://www.tiqets.com/en/amsterdam-attractions-c75061/tickets-for-i-amsterdam-city-card-p975500/,2026-08-23,"I amsterdam City Card: 100+ Museums, Sightseeing + Public Transport",Pass/Attraction,Destination city pass,SUBSTITUTE,NOT_DISPLAYED,NOT_DISPLAYED,,bundle,,self_guided,NOT_DISPLAYED,5,4.5,385,All-in-one destination pass,100+ museums/attractions; public transport; canal cruise; 24h bike rental,,true,Observed Data,Medium,FULL,TIQETS,https://www.tiqets.com/en/amsterdam-attractions-c75061/tickets-for-i-amsterdam-city-card-p975500/,amsterdam&partners / participating suppliers,,2026-08-23T00:35:00+04:00,,1_adult_standard,Standard/publicly displayed option,Tiqets product page described inclusions and 24–120 hour validity; stable current price was not captured in retrieved page.,NO,,,,,,,Digital card; museums/attractions; canal cruise; GVB public transport; 24h bike rental; discounts.,,,,NOT_ASSESSED,Phase 2A manual structured public-page observation; no FX normalization. Common service-date price check pending.,REVIEWED,OpenAI research pass 1,2026-08-23
APD02-049,,DIRECT,https://www.stromma.com/en-nl/amsterdam/sightseeing/canal-tours/100-highlights-cruise/,2026-08-23,Amsterdam Canal Cruise - 100 Highlights,Canal,Classic sightseeing canal cruise,DIRECT,EUR,€15.50 €14.50,14.5,per_person,60,shared,English;Chinese;German;Spanish;French;Hindi;Indonesian;Hebrew;Italian;Japanese;Korean;Dutch;Polish;Portuguese;Russian;Arabic;Thai;Turkish;Cantonese,5,4.3,3423,Classic high-volume canal overview,100+ landmarks; multilingual audio; multiple departure points,,true,Observed Data,Medium,FULL,DIRECT,https://www.stromma.com/en-nl/amsterdam/sightseeing/canal-tours/100-highlights-cruise/,Stromma Netherlands,,2026-08-23T00:35:00+04:00,,1_adult_standard,Standard/publicly displayed option,Direct Stromma page displayed online/promotional price €14.50 from €15.50 for Damrak/Central Station variants; common date not selected.,YES,€15.50,,,,,,,,Free cancellation up to 24h.,,NOT_ASSESSED,Phase 2A manual structured public-page observation; no FX normalization. Common service-date price check pending.,REVIEWED,OpenAI research pass 1,2026-08-23
APD02-050,,DIRECT,https://www.stromma.com/en-nl/amsterdam/sightseeing/canal-tours/small-boat-cruise/,2026-08-23,Small Boat Cruise Amsterdam,Canal,Small-group electric canal cruise,DIRECT,EUR,€21.50 €20.50,20.5,per_person,60,small_group,English;Dutch,5,4.3,1054,Intimate local-storytelling cruise,12-seat electric open boat; narrow canals; local skipper-storyteller,Potential cross-platform/direct product-family overlap; requires human identity review.,true,Observed Data,Medium,FULL,DIRECT,https://www.stromma.com/en-nl/amsterdam/sightseeing/canal-tours/small-boat-cruise/,Stromma Netherlands,,2026-08-23T00:35:00+04:00,,1_adult_standard,Standard/publicly displayed option,Direct Stromma page displayed online price from €20.50 with €21.50 reference at Rijksmuseum; common date not selected.,YES,€21.50,,,,,,,,,DUP-SMALL-LOCAL-CANAL,REVIEW_REQUIRED,Phase 2A manual structured public-page observation; no FX normalization. Common service-date price check pending.,REVIEWED,OpenAI research pass 1,2026-08-23
APD02-051,,DIRECT,https://www.stromma.com/en-nl/amsterdam/sightseeing/canal-tours/pedal-boat/,2026-08-23,Pedal Boat Amsterdam,Self-guided,Self-operated pedal boat rental,SUBSTITUTE,EUR,€34.50 €23.50,23.5,per_group,60,private_group,English;Dutch,5,4.3,1054,DIY canal exploration,1-hour pedal boat rental for up to 4; choose own route; QR-guided route,,true,Observed Data,Medium,FULL,DIRECT,https://www.stromma.com/en-nl/amsterdam/sightseeing/canal-tours/pedal-boat/,Stromma Netherlands,,2026-08-23T00:35:00+04:00,,,Standard/publicly displayed option,Direct Stromma page displayed promotional group price €23.50 from €34.50 for 1-hour rental up to 4 people; not comparable with per-person tours.,YES,€34.50,,,,,,,,,,NOT_ASSESSED,Phase 2A manual structured public-page observation; no FX normalization. Common service-date price check pending.,REVIEWED,OpenAI research pass 1,2026-08-23
APD02-052,,DIRECT,https://www.stromma.com/en-nl/amsterdam/dining-cruises/cheese-wine-cruise/,2026-08-23,Cheese & Wine Cruise Amsterdam,Canal,Food-and-drink canal cruise,DIRECT,EUR,€39.50 €33.50,33.5,per_person,75,shared,English,5,4.3,3419,Evening Dutch cheese/wine cruise,Dutch cheese platter; wine/beer/soft drinks; live English guide,Potential cross-platform/direct product-family overlap; requires human identity review.,true,Observed Data,Medium,FULL,DIRECT,https://www.stromma.com/en-nl/amsterdam/dining-cruises/cheese-wine-cruise/,Stromma Netherlands,,2026-08-23T00:35:00+04:00,,1_adult_standard,Standard/publicly displayed option,Direct Stromma page displayed €33.50 from €39.50; common date not selected.,YES,€39.50,,,,,,75-minute cruise; Dutch cheese platter; wine/beer/soft drinks; live English guide.,"Damrak 16, Pier 4",,DUP-CHEESE-WINE-CANAL,REVIEW_REQUIRED,Phase 2A manual structured public-page observation; no FX normalization. Common service-date price check pending.,REVIEWED,OpenAI research pass 1,2026-08-23
APD02-053,,DIRECT,https://www.stromma.com/en-nl/amsterdam/dining-cruises/pizza-cruise/,2026-08-23,Pizza Cruise Amsterdam,Canal,Dinner/pizza canal cruise,DIRECT,EUR,€39.50 €34.50,34.5,per_person,90,shared,English,5,4.3,3419,Casual dinner sightseeing cruise,Fresh pizza; unlimited beer/wine/soft drinks; live English guide,,true,Observed Data,Medium,FULL,DIRECT,https://www.stromma.com/en-nl/amsterdam/dining-cruises/pizza-cruise/,Stromma Netherlands,,2026-08-23T00:35:00+04:00,,1_adult_standard,Standard/publicly displayed option,Direct Stromma page displayed €34.50 from €39.50; common date not selected.,YES,€39.50,,,,,,90-minute evening cruise; pizza; drinks; nuts; live English guide.,"Damrak 16, Pier 4",,,NOT_ASSESSED,Phase 2A manual structured public-page observation; no FX normalization. Common service-date price check pending.,REVIEWED,OpenAI research pass 1,2026-08-23
APD02-054,,DIRECT,https://mikesbiketoursamsterdam.com/urban-adventures-tour-amsterdam/,2026-08-23,Amsterdam Urban Adventure Bike Tour,Cycling,Hidden-gems/creative city bike tour,DIRECT,EUR,€44,44,per_person,180,small_group,English,,,,Creative hidden-gems cycling,NDSM/street art; magnet fishing; graffiti workshop; local guide,,true,Observed Data,Medium,FULL,DIRECT,https://mikesbiketoursamsterdam.com/urban-adventures-tour-amsterdam/,Mike's Bike Tours Amsterdam,,2026-08-23T00:35:00+04:00,,1_adult_standard,Standard/publicly displayed option,Direct operator page displayed Adult €44; common service-date checkout not selected.,NO,,,,,,,Dutch bicycle; local guide; unique route; magnet fishing; graffiti workshop.,"Oosterdoksstraat 106, Amsterdam",,,NOT_ASSESSED,Phase 2A manual structured public-page observation; no FX normalization. Common service-date price check pending.,REVIEWED,OpenAI research pass 1,2026-08-23
APD02-055,,DIRECT,https://mikesbiketoursamsterdam.com/countryside-bike-tour-north-e-bike/,2026-08-23,Countryside North E-Bike Tour,Regional/Day trip,Waterland countryside e-bike tour,DIRECT,EUR,€59,59,per_person,270,small_group,English,,,,Waterland e-bike countryside experience,40 km route; windmill; cheese farm; clog demonstration; villages,Potential cross-platform/direct product-family overlap; requires human identity review.,true,Observed Data,Medium,FULL,DIRECT,https://mikesbiketoursamsterdam.com/countryside-bike-tour-north-e-bike/,Mike's Bike Tours Amsterdam,,2026-08-23T00:35:00+04:00,,1_adult_standard,Standard/publicly displayed option,Direct operator page displayed Adult €59 and 4–4.5h duration; common date checkout not selected.,NO,,,,,,,E-bike; guide; cheese tasting; clog demonstration.,"Mike's Tours Amsterdam, Oosterdoksstraat 106",Standard bookings cancellable free up to 24 hours; trip-protection option described.,DUP-MIKES-COUNTRYSIDE,REVIEW_REQUIRED,Phase 2A manual structured public-page observation; no FX normalization. Common service-date price check pending.,REVIEWED,OpenAI research pass 1,2026-08-23
APD02-056,,DIRECT,https://mikesbiketoursamsterdam.com/,2026-08-23,Amsterdam City Bike or E-Bike Tour,Cycling,City bike tour,DIRECT,EUR,€35,35,per_person,165,small_group,English,,,,Core city cycling introduction,"Canals, neighbourhoods and city history; e-bike upgrade available",Potential cross-platform/direct product-family overlap; requires human identity review.,true,Observed Data,Medium,FULL,DIRECT,https://mikesbiketoursamsterdam.com/,Mike's Bike Tours Amsterdam,,2026-08-23T00:35:00+04:00,,1_adult_standard,Standard/publicly displayed option,Direct operator homepage displayed Adult €35 and duration 2.5–3 hours; product-detail page not separately captured in this pass.,NO,,,,,,,,,,DUP-MIKES-CITY-BIKE,REVIEW_REQUIRED,Phase 2A manual structured public-page observation; no FX normalization. Common service-date price check pending.,REVIEWED,OpenAI research pass 1,2026-08-23
APD02-057,,DIRECT,https://www.yellowbike.nl/en/tours/countryside-bike-tour-from-amsterdam/,2026-08-23,Countryside Bike Tour from Amsterdam,Regional/Day trip,Waterland countryside bike tour,DIRECT,EUR,€45,45,per_person,210,small_group,English,,,,Traditional Waterland cycling excursion,25 km countryside route; villages; waterways; max 13 per guide,,true,Observed Data,Medium,FULL,DIRECT,https://www.yellowbike.nl/en/tours/countryside-bike-tour-from-amsterdam/,Yellow Bike Amsterdam,,2026-08-23T00:35:00+04:00,,1_adult_standard,Standard/publicly displayed option,"Direct operator page displayed Adult €45; taxes and bike included, booking fees excluded; common date checkout not selected.",NO,,,,,,,Yellow bicycle and guided countryside route.,"Nieuwezijds Kolk 29, Amsterdam",,,NOT_ASSESSED,Phase 2A manual structured public-page observation; no FX normalization. Common service-date price check pending.,REVIEWED,OpenAI research pass 1,2026-08-23
APD02-058,,DIRECT,https://www.lovers.nl/amsterdam-city-canal-cruises/1-h-amsterdam-day-canal-cruise/,2026-08-23,Classic One Hour Amsterdam Canal Cruise,Canal,Classic sightseeing canal cruise,DIRECT,NOT_DISPLAYED,NOT_DISPLAYED,,not_displayed,60,shared,Dutch;English;German;French;Spanish;Italian;Portuguese;Catalan;Turkish;Polish;Thai;Indonesian;Russian;Korean;Japanese;Chinese;Arabic;Hebrew;Hindi,,,,Classic all-weather canal sightseeing,19-language audio guide; four central departure locations; Wi-Fi/bathroom,Potential cross-platform/direct product-family overlap; requires human identity review.,true,Observed Data,Medium,FULL,DIRECT,https://www.lovers.nl/amsterdam-city-canal-cruises/1-h-amsterdam-day-canal-cruise/,LOVERS Canal Cruises,,2026-08-23T00:35:00+04:00,,,Standard/publicly displayed option,Direct LOVERS product page exposed duration/languages but price rendered dynamically as “From” without stable value in retrieved page.,NO,,,,,,,,,Tickets can be cancelled/rescheduled up to 8 hours in advance; self-rebook up to 24h.,DUP-LOVERS-CLASSIC,REVIEW_REQUIRED,Phase 2A manual structured public-page observation; no FX normalization. Common service-date price check pending.,REVIEWED,OpenAI research pass 1,2026-08-23
APD02-059,,DIRECT,https://www.lovers.nl/amsterdam-dinner-cruises/new-york-pizza-cruise-lovers/,2026-08-23,New York Pizza Cruise by LOVERS,Canal,Pizza/dinner canal cruise,DIRECT,NOT_DISPLAYED,NOT_DISPLAYED,,not_displayed,75,shared,NOT_DISPLAYED,,,,Casual pizza-and-drinks canal cruise,Choice of pizza; drinks; ice-cream dessert; sightseeing,,true,Observed Data,Medium,FULL,DIRECT,https://www.lovers.nl/amsterdam-dinner-cruises/new-york-pizza-cruise-lovers/,LOVERS Canal Cruises,,2026-08-23T00:35:00+04:00,,,Standard/publicly displayed option,Direct LOVERS page exposed 75-minute duration and inclusions; stable price not rendered in retrieved page.,NO,,,,,,,Pizza; Heineken beer/wine/soft drinks/water; ice cream dessert.,LOVERS Central Station / LOVERS Cafe area,,,NOT_ASSESSED,Phase 2A manual structured public-page observation; no FX normalization. Common service-date price check pending.,REVIEWED,OpenAI research pass 1,2026-08-23
APD02-060,,DIRECT,https://www.lovers.nl/amsterdam-dinner-cruises/amsterdam-culinary-cruise/,2026-08-23,Amsterdam Dinner Cruise,Canal,Four-course dinner canal cruise,DIRECT,NOT_DISPLAYED,NOT_DISPLAYED,,not_displayed,120,shared,NOT_DISPLAYED,5,4.8,14,Premium culinary evening cruise,Four-course dinner; meat/fish/vegetarian menus; drinks included,,true,Observed Data,Medium,FULL,DIRECT,https://www.lovers.nl/amsterdam-dinner-cruises/amsterdam-culinary-cruise/,LOVERS Canal Cruises,,2026-08-23T00:35:00+04:00,,,Standard/publicly displayed option,"Direct LOVERS page exposed 120-minute duration, menu structure and review aggregate; stable price not rendered in retrieved page.",NO,,,,,,,"Four-course dinner; wine, beer and soft drinks.",LOVERS Cafe,Free cancellation/rebooking up to 24 hours before scheduled start.,,NOT_ASSESSED,Phase 2A manual structured public-page observation; no FX normalization. Common service-date price check pending.,REVIEWED,OpenAI research pass 1,2026-08-23
APD02-061,,GYG,https://www.getyourguide.com/amsterdam-l36/amsterdam-walking-tour-t616749/,2026-08-23,Amsterdam: City Highlights Walking Tour,Walking,city highlights,DIRECT,USD,$53,53,per_person,120,small group,English;Russian,5,4.8,10,compact guided city highlights,Central Station to Dam Square; cheese shop stop; max 7 participants,Potential cross-platform/product-family overlap; requires identity review.,false,Observed Data,Medium,FULL,GetYourGuide,https://www.getyourguide.com/amsterdam-l36/amsterdam-walking-tour-t616749/,,,2026-08-23T00:55:00+04:00,,,Standard/publicly displayed option,Public product page displayed from-price and standard shared option.,NO,,,,,,,,Amsterdam Centraal,Free cancellation up to 24 hours before start,DUP-WALK-HIGHLIGHTS,REVIEW_REQUIRED,Phase 2B gap-led public-page observation; no FX normalization. Common service-date price check pending.,REVIEWED,OpenAI research pass 2,2026-08-23
APD02-062,,GYG,https://www.getyourguide.com/amsterdam-l36/amsterdam-culture-history-walking-tour-in-german-t66011/,2026-08-23,Amsterdam: Cultural Highlights Walking Tour in EN/DE/IT,Walking,culture and history,DIRECT,USD,$33 $30,30,per_person,120,shared; private option,Italian;English;German,5,4.9,2562,high-rated culture/history introduction,Dam Square; canals; Begijnhof; colonial history; local-life interpretation,Potential cross-platform/product-family overlap; requires identity review.,false,Observed Data,Medium,FULL,GetYourGuide,https://www.getyourguide.com/amsterdam-l36/amsterdam-culture-history-walking-tour-in-german-t66011/,Amsterdamliebe,,2026-08-23T00:55:00+04:00,,,Standard/publicly displayed option,Public product page displayed a 10% promotion from $33 to $30.,NO,,,,,,,,"National Monument, Dam Square",Free cancellation up to 24 hours before start,DUP-WALK-CULTURE,REVIEW_REQUIRED,Phase 2B gap-led public-page observation; no FX normalization. Common service-date price check pending.,REVIEWED,OpenAI research pass 2,2026-08-23
APD02-063,,GYG,https://www.getyourguide.com/amsterdam-l36/amsterdam-historic-center-walking-tour-t629371/,2026-08-23,Amsterdam: Walking Tour of Historic Center,Walking,historic centre,DIRECT,USD,$32,32,per_person,120,shared; private option,English;French;Spanish;Italian,5,4.5,23,historic centre landmarks and hidden gems,Nieuwmarkt; Dam Square; St Nicholas; Chinatown,Potential cross-platform/product-family overlap; requires identity review.,false,Observed Data,Medium,FULL,GetYourGuide,https://www.getyourguide.com/amsterdam-l36/amsterdam-historic-center-walking-tour-t629371/,,,2026-08-23T00:55:00+04:00,,,Standard/publicly displayed option,Public shared option displayed from $32; private option separately priced.,NO,,,,,,,,Nieuwebrugsteeg 13,Free cancellation up to 24 hours before start,DUP-WALK-HISTORIC,REVIEW_REQUIRED,Phase 2B gap-led public-page observation; no FX normalization. Common service-date price check pending.,REVIEWED,OpenAI research pass 2,2026-08-23
APD02-064,,GYG,https://www.getyourguide.com/amsterdam-l36/amsterdam-guided-italian-walking-tour-t205525/,2026-08-23,Amsterdam: Jordaan Area Walking Tour,Walking,Jordaan neighbourhood,DIRECT,NOT_DISPLAYED,NOT_DISPLAYED,,not_displayed,120,small group,Italian,5,4.8,48,local Jordaan and canal neighbourhood interpretation,Jordaan; Anne Frank House exterior; hidden courtyard; canals,Potential cross-platform/product-family overlap; requires identity review.,true,Observed Data,Medium,FULL,GetYourGuide,https://www.getyourguide.com/amsterdam-l36/amsterdam-guided-italian-walking-tour-t205525/,,,2026-08-23T00:55:00+04:00,,,Standard/publicly displayed option,Price was not stably exposed in retrieved public page.,NO,,,,,,,,Multatuli Statue,,DUP-JORDAAN-WALK,REVIEW_REQUIRED,Phase 2B gap-led public-page observation; no FX normalization. Common service-date price check pending.,REVIEWED,OpenAI research pass 2,2026-08-23
APD02-065,,GYG,https://www.getyourguide.com/amsterdam-l36/secret-food-tours-amsterdam-t171273/,2026-08-23,Amsterdam: Jordaan Food Tour of 10+ Local Classic Tastings,Food,Jordaan food tasting,DIRECT,NOT_DISPLAYED,NOT_DISPLAYED,,not_displayed,180-210,small group; private option,English,5,4.8,31,Dutch food culture and family-run venues,6+ tastings; cheese; herring; poffertjes; historic streets,Potential cross-platform/product-family overlap; requires identity review.,true,Observed Data,Medium,FULL,GetYourGuide,https://www.getyourguide.com/amsterdam-l36/secret-food-tours-amsterdam-t171273/,,,2026-08-23T00:55:00+04:00,,,Standard/publicly displayed option,Price was not stably exposed in retrieved public page.,NO,,,,,,,6+ Dutch tastings,,Free cancellation up to 24 hours before start,DUP-JORDAAN-FOOD,REVIEW_REQUIRED,Phase 2B gap-led public-page observation; no FX normalization. Common service-date price check pending.,REVIEWED,OpenAI research pass 2,2026-08-23
APD02-066,,GYG,https://www.getyourguide.com/amsterdam-l36/amsterdam-food-tour-with-drinks-by-spui-canals-and-jordaan-t435248/,2026-08-23,"Amsterdam: Food Tour with Drinks by Spui, Canals and Jordaan",Food,multi-neighbourhood tastings,DIRECT,NOT_DISPLAYED,NOT_DISPLAYED,,not_displayed,180,shared,English,5,4.8,128,guided food walk across three neighbourhoods,10 food samplings; 5 eateries; Spui; canals; Jordaan,Potential cross-platform/product-family overlap; requires identity review.,true,Observed Data,Medium,FULL,GetYourGuide,https://www.getyourguide.com/amsterdam-l36/amsterdam-food-tour-with-drinks-by-spui-canals-and-jordaan-t435248/,,,2026-08-23T00:55:00+04:00,,,Standard/publicly displayed option,Price was not stably exposed in retrieved public page.,NO,,,,,,,10 food samplings in 5 eateries,,Free cancellation up to 24 hours before start,DUP-FOOD-CANALS-JORDAAN,REVIEW_REQUIRED,Phase 2B gap-led public-page observation; no FX normalization. Common service-date price check pending.,REVIEWED,OpenAI research pass 2,2026-08-23
APD02-067,,GYG,https://www.getyourguide.com/amsterdam-l36/eating-amsterdam-albert-cuyp-market-the-pijp-food-tour-t650212/,2026-08-23,Amsterdam: Albert Cuyp Market and De Pijp Guided Foodie Tour,Food,De Pijp market,DIRECT,USD,$114,114,per_person,150,shared,English,,,,market-led Dutch food experience,Albert Cuyp Market; Dutch pastries; cheese; neighbourhood interpretation,Potential cross-platform/product-family overlap; requires identity review.,true,Observed Data,Medium,FULL,GetYourGuide,https://www.getyourguide.com/amsterdam-l36/eating-amsterdam-albert-cuyp-market-the-pijp-food-tour-t650212/,,,2026-08-23T00:55:00+04:00,,,Standard/publicly displayed option,Public product page displayed from $114.,NO,,,,,,,,Ferdinand Bolstraat 76H,Free cancellation,DUP-DEPIJP-FOOD,REVIEW_REQUIRED,Phase 2B gap-led public-page observation; no FX normalization. Common service-date price check pending.,REVIEWED,OpenAI research pass 2,2026-08-23
